country,continent,population,day,time,Cases,Recovered,Deaths,Tests,recovery_rate,Z-population,Z-Cases,Z-Recovered,Z-Deaths,Z-Tests,cases_per_population,tests_per_population,Mortality Rate
Pakistan,Asia,229488994.0,2024-06-30,2024-06-30T16:15:11+00:00,1581936,1538689.0,30664.0,30589153.0,0.9726619787399743,0.205,-0.142,-0.143,-0.115,-0.021,0.006893297898198987,0.13329246194699865,0.019383843594178274
Finland,Europe,5554960.0,2024-06-30,2024-06-30T16:15:11+00:00,1516117,1503989.0,11958.0,12108977.0,0.9920006173666016,-0.154,-0.143,-0.144,-0.151,-0.183,0.27293031813010354,2.1798495398706743,0.007887254083952624
Norway,Europe,5511370.0,2024-06-30,2024-06-30T16:15:11+00:00,1509732,1503094.0,6638.0,11002430.0,0.9956031931495126,-0.154,-0.144,-0.144,-0.162,-0.193,0.27393043834835984,1.9963148908529096,0.004396806850487371
Lithuania,Europe,2661708.0,2024-06-30,2024-06-30T16:15:11+00:00,1397806,1387478.0,9897.0,10540357.0,0.9926112779598886,-0.159,-0.146,-0.146,-0.155,-0.197,0.5251537734417149,3.959997490333275,0.0070803816838674325
Slovenia,Europe,2078034.0,2024-06-30,2024-06-30T16:15:11+00:00,1356546,1349424.0,7100.0,2847701.0,0.9947499015882986,-0.16,-0.147,-0.147,-0.161,-0.265,0.6528026009199079,1.3703822940336876,0.005233880753030122
Bulgaria,Europe,6844597.0,2024-06-30,2024-06-30T16:15:11+00:00,1339851,1292944.0,38748.0,11671043.0,0.9649908833146372,-0.152,-0.147,-0.148,-0.099,-0.187,0.1957530881657459,1.7051468479444443,0.02891963360104967
Croatia,Europe,4059286.0,2024-06-30,2024-06-30T16:15:11+00:00,1309728,1258432.0,18687.0,5660084.0,0.9608346160424149,-0.156,-0.147,-0.149,-0.138,-0.24,0.3226498453176248,1.3943545736861114,0.014267847980649418
Guatemala,North-America,18584039.0,2024-06-30,2024-06-30T16:15:11+00:00,1291293,1269891.0,20289.0,7593848.0,0.9834259149550102,-0.133,-0.148,-0.148,-0.135,-0.223,0.06948398031235298,0.4086220438947637,0.01571215827856265
Morocco,Africa,37772756.0,2024-06-30,2024-06-30T16:15:11+00:00,1278992,1262689.0,16303.0,13001033.0,0.9872532431790034,-0.102,-0.148,-0.148,-0.143,-0.176,0.033860171600928454,0.3441907442496385,0.012746756820996534
Lebanon,Asia,6684849.0,2024-06-30,2024-06-30T16:15:11+00:00,1243838,1087587.0,10952.0,4795578.0,0.874379943368831,-0.152,-0.149,-0.152,-0.153,-0.248,0.18606822682157817,0.7173801532390635,0.008805005153404221
Costa-Rica,North-America,5182354.0,2024-06-30,2024-06-30T16:15:11+00:00,1238883,1229455.0,9428.0,4659757.0,0.9923899189834714,-0.155,-0.149,-0.149,-0.156,-0.249,0.23905796477816837,0.8991583747463026,0.007610081016528599
Bolivia,South-America,11992656.0,2024-06-30,2024-06-30T16:15:11+00:00,1212131,1177145.0,22407.0,2710261.0,0.9711367830704767,-0.144,-0.149,-0.15,-0.131,-0.266,0.10107277320386743,0.22599339128880208,0.018485625728572243
Tunisia,Africa,12046656.0,2024-06-30,2024-06-30T16:15:11+00:00,1153361,1123938.0,29423.0,5013383.0,0.9744893402846116,-0.144,-0.15,-0.151,-0.117,-0.246,0.09574117497835084,0.4161638715341419,0.02551065971538833
Cuba,North-America,11305652.0,2024-06-30,2024-06-30T16:15:11+00:00,1115251,1106660.0,8530.0,14402674.0,0.992296801347858,-0.145,-0.151,-0.152,-0.158,-0.163,0.09864543858240109,1.2739357270151248,0.007648502444741139
Spain,Europe,46719142.0,2024-06-30,2024-06-30T16:15:10+00:00,13914811,13762417.0,121760.0,471036328.0,0.9890480725897032,-0.088,0.094,0.101,0.063,3.847,0.2978396092976194,10.082298343578314,0.008750388345195634
North-America,North-America,600000000.0,2024-06-30,2024-06-30T16:15:10+00:00,131889132,127665129.0,1695941.0,32988287.854460094,0.967973077569424,0.799,2.357,2.378,3.131,-0.0,0.21981522,0.05498047975743349,0.012858838133835015
Asia,Asia,4700000000.0,2024-06-30,2024-06-30T16:15:10+00:00,221500265,205673091.0,1553662.0,32988287.854460094,0.9285455753292214,7.374,4.076,3.937,2.854,-0.0,0.04712771595744681,0.007018784649885127,0.007014267003247152
Europe,Europe,748000000.0,2024-06-30,2024-06-30T16:15:10+00:00,253406198,248754104.0,2101824.0,32988287.854460094,0.9816417513197526,1.037,4.687,4.798,3.922,-0.0,0.3387783395721925,0.04410198911024077,0.008294288050523532
South-America,South-America,436000000.0,2024-06-30,2024-06-30T16:15:10+00:00,70200879,66683585.0,1367332.0,32988287.854460094,0.9498967242276268,0.536,1.174,1.159,2.49,-0.0,0.16101119036697248,0.07566121067536719,0.01947741993373046
Oceania,Oceania,43000000.0,2024-06-30,2024-06-30T16:15:10+00:00,14895771,14752388.0,33015.0,32988287.854460094,0.9903742478318175,-0.094,0.113,0.121,-0.11,-0.0,0.34641327906976743,0.7671694849874441,0.0022164008831768427
Africa,Africa,1400000000.0,2024-06-30,2024-06-30T16:15:10+00:00,12860924,12090808.0,258892.0,32988287.854460094,0.9401196990200704,2.082,0.074,0.068,0.33,-0.0,0.009186374285714286,0.02356306275318578,0.020130124398526888
All,All,8000000000.0,2024-06-30,2024-06-30T16:15:10+00:00,704753890,675619811.0,7010681.0,32988287.854460094,0.9586606339980613,12.665,13.344,13.329,13.489,-0.0,0.08809423625,0.004123535981807511,0.009947701033618984
USA,North-America,334805269.0,2024-06-30,2024-06-30T16:15:10+00:00,111820082,109814428.0,1219487.0,1186851502.0,0.9820635617133602,0.374,1.972,2.021,2.202,10.134,0.3339854307967895,3.5449009077572193,0.01090579597321347
India,Asia,1406631776.0,2024-06-30,2024-06-30T16:15:10+00:00,45035393,44501823.0,533570.0,935879495.0,0.9881522073094822,2.093,0.691,0.716,0.865,7.93,0.0320164763574913,0.665333679338124,0.011847792690517878
France,Europe,65584518.0,2024-06-30,2024-06-30T16:15:10+00:00,40138560,39970918.0,167642.0,271490188.0,0.9958234176811525,-0.058,0.597,0.625,0.152,2.095,0.6120127314193268,4.1395468973333,0.0041765823188475125
Germany,Europe,83883596.0,2024-06-30,2024-06-30T16:15:10+00:00,38828995,38240600.0,183027.0,122332384.0,0.984846504525806,-0.028,0.572,0.591,0.182,0.785,0.46289139774122223,1.4583588428898542,0.0047136682265405015
Brazil,South-America,215353593.0,2024-06-30,2024-06-30T16:15:10+00:00,38743918,36249161.0,711380.0,63776166.0,0.9356090677251588,0.182,0.571,0.551,1.212,0.27,0.1799083890836221,0.29614628254658376,0.0183610754080163
S-Korea,Asia,51329899.0,2024-06-30,2024-06-30T16:15:10+00:00,34571873,34535939.0,35934.0,15804065.0,0.9989606001387312,-0.081,0.49,0.516,-0.104,-0.151,0.6735231058997408,0.3078919948780729,0.0010393998612687255
Japan,Asia,125584838.0,2024-06-30,2024-06-30T16:15:10+00:00,33803572,33728878.0,74694.0,100414883.0,0.9977903518598567,0.038,0.476,0.5,-0.029,0.592,0.2691692129268025,0.799578074862827,0.002209648140143296
Italy,Europe,60262770.0,2024-06-30,2024-06-30T16:15:10+00:00,26723249,26361218.0,196487.0,281126449.0,0.9864525829175936,-0.066,0.34,0.353,0.208,2.179,0.44344541414209804,4.665010403604082,0.007352661347428226
UK,Europe,68497907.0,2024-06-30,2024-06-30T16:15:10+00:00,24910387,24678275.0,232112.0,522526476.0,0.9906821198723248,-0.053,0.305,0.319,0.278,4.299,0.3636663964053675,7.628356819720054,0.009317880127675255
Russia,Europe,145805947.0,2024-06-30,2024-06-30T16:15:10+00:00,24124215,23545818.0,402756.0,273400000.0,0.9760242146739283,0.071,0.29,0.297,0.61,2.111,0.16545425955773943,1.8750949849802765,0.01669509246207597
Turkey,Asia,85561976.0,2024-06-30,2024-06-30T16:15:10+00:00,17232066,17129892.0,102174.0,162743369.0,0.9940707051609482,-0.026,0.158,0.169,0.025,1.14,0.2013986446502825,1.9020524841548774,0.0059292948390518
Australia,Oceania,26068792.0,2024-06-30,2024-06-30T16:15:10+00:00,11853144,11820014.0,24414.0,81916639.0,0.9972049609791293,-0.121,0.055,0.062,-0.127,0.43,0.4546871216740691,3.142325850772065,0.0020597066904780707
Vietnam,Asia,98953541.0,2024-06-30,2024-06-30T16:15:10+00:00,11625195,10640971.0,43206.0,85826548.0,0.9153369900461885,-0.004,0.05,0.039,-0.09,0.464,0.1174813440986412,0.867341856922533,0.0037165828186107846
Taiwan,Asia,23888595.0,2024-06-30,2024-06-30T16:15:10+00:00,10241523,10222518.0,19005.0,30742304.0,0.9981443189650602,-0.125,0.024,0.031,-0.137,-0.02,0.42872019053443705,1.28690297608545,0.0018556810349398228
Argentina,South-America,46010234.0,2024-06-30,2024-06-30T16:15:10+00:00,10128845,9997258.0,130841.0,35716069.0,0.9870086865777885,-0.089,0.022,0.026,0.081,0.024,0.22014330550894395,0.7762635808372546,0.012917662379076785
Netherlands,Europe,17211447.0,2024-06-30,2024-06-30T16:15:10+00:00,8635786,8612599.0,22992.0,25984435.0,0.9973150098902405,-0.135,-0.007,-0.002,-0.13,-0.062,0.5017466573263712,1.5097182125361104,0.002662409652115048
Mexico,North-America,131562772.0,2024-06-30,2024-06-30T16:15:10+00:00,7702809,6899865.0,334958.0,20013810.0,0.8957595858861358,0.048,-0.025,-0.036,0.478,-0.114,0.05854854593668793,0.15212365698709968,0.04348517534317676
Iran,Asia,86022837.0,2024-06-30,2024-06-30T16:15:10+00:00,7627186,7480375.0,146811.0,57320267.0,0.9807516166512787,-0.025,-0.026,-0.024,0.112,0.214,0.0886646647099072,0.6663377888827359,0.01924838334872127
Indonesia,Asia,279134505.0,2024-06-30,2024-06-30T16:15:10+00:00,6829221,6647104.0,162063.0,114158919.0,0.9733326831859739,0.285,-0.042,-0.041,0.141,0.713,0.02446569978870939,0.4089745873588792,0.02373081790734258
